CaseID,caseid2023,caseid2022,weight_pop,panel_weight_pop,L0_a,L0_b,L0_c,L0_d,L0_e,L0B_a,L0B_b,L0B_c,L0C,L0E,B2,B3,B3A_a,B3A_b,B3A_c,B3A_d,B3A_e,B3B_a,B3B_b,B3B_c,B3B_d,B3B_e,B7_a,B7_b,X11_none,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,X13,CG0,CG1A,CG2,CG7_a,CG7_b,CG7_c,CG7_d,CG7_e,CG7_f,CG7_g,CG9,CG8,CG3,CG4,CG5_a,CG5_b,CG5_c,CG5_d,CG5_e,CG5_f,CG6,D1A,D4,D48,D3B,D1E,D22_a,D22_b,D22_c,D22_d,D22_e,D22_f,D22_g,D22_h,D22_i,D3A,D3E,D28_a,D28_b,D30,D47,D34A,D36B,D44_f,D44_a,D44_b,D44_c,D44_d,D44_e,D37A,D38_a,D38_b,D38_c,D38_d,D38_f,D39,D1B,D5,D49,D41_a,D41_b,D41_c,D41_d,D41_e,D41_f,D41_g,D41_h,D41_i,GE2A,GE12_a,GE12_b,GE12_c,GE2B,GE1A,GE1B,GE1C,GE1D,GE1E_a,GE1E_b,GE1E_c,GE1E_d,GE1E_e,GE61,GE20C,GE62_a,GE62_b,GE62_c,GE62_d,GE62_e,GE62_f,GH1,GH12,GH12A,GH13_a,GH13_b,GH13_c,GH13_d,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,GH2,R4,R5B_a,R5B_b,R5B_c,R5B_d,R5C_a,R5C_b,R5C_c,R5C_d,R3,R11,M4,GH3_a,GH3_b,GH3_c,GH3_d,GH3_e,ND0,ND1_a,ND1_b,ND1_c,ND1_d,ND1_e,ND2,ND4_a,ND4_b,ND4_c,BK1,BK2_a,BK2_b,BK2_c,BK2_d,BK2_e,BK2_f,BK47_a,BK47_b,BK48,BK49A,BK49B,BK50,BK51,BK52_a,BK52_b,BK52_c,BK52_d,BK52_e,BK52_f,BK52_g,BK52_h,A6,A0,A7_a,A7_b,A7_c,A7_d,A7_e,A7_f,A0B,A1_a,A1_b,A1_c,A8_a,A8_b,A8_c,A8_d,A8_e,A8_f,A2,C2A,C3P,C4A,BNPL1,BNPL3,BNPL3A,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,BNPL4_g,S16_a,S16_b,S16_c,S18,S21,ED0,D1G,ED0B,ED0D,ED1,SL1,SL3,SL4A,SL4,SL6,SL7,SL8_a,SL8_b,SL8_c,SL8_d,SL8_e,SL10A,SL11,SL13,D1I,K0,K8B,K9_a,K9_b,K9_c,K9_d,K9_e,K9_f,K14_a,K14_b,K15_a,K15_b,K15_c,K15_d,K15_e,K21_a,K21_b,K21_c,K21_d,K21_e,K21_f,DC4,K5A_a,K5A_b,K5A_c,I0_a,I0_b,I0_c,I0_d,I0_e,I0_f,I40,I41_a,I41_b,I41_c,I41_d,I41_e,I9,I12,I20,I21_a,I21_b,INF4,INF3_a,INF3_b,INF3_c,INF3_d,INF3_e,INF3_f,INF3_g,EF1,EF2,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,EF5C,EF6C_a,EF6C_b,EF6C_c,EF6C_d,EF7,B0_a,B0_b,B0_c,B1_a,B1_b,FD3,E8_a,E8_b,E8_c,E1_a,E1_b,E1_c,E1_d,E1_e,E2,E2A,E2B,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,CH2A,ppage,ppagecat,ppagect4,ppeduc5,ppeducat,ppemploy,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppkid017,ppt18ov,ppcm0160,ind1,ppcm1301,UNION100,pph10001,ppfs0001,ppfs0596,ppfs1482,pphi0001,ppracem,pphispan,pppa_lgb,ppp20197,pphi0018,pph12003,pph12004,pph12005,pph12006,pph12007,pphhsize5,race_5cat,inc_4cat_50k,educ_4cat,pay_casheqv,atleast_okay,control
11937,,,28787.4808,,Yes,Yes,No,No,No,,,,2,13 to 17,Finding it difficult to get by,Somewhat worse off,Yes,No,No,No,No,,,,,,Only fair,Only fair,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,Yes,No,,No,No,Yes,Yes,Yes,Yes,No,,,,,,,,,No,,,Yes,No,No,,,,,,,,Not confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,No,No,No,No,No,Before 2023,,,,,,,,,,1100.0,Yes,,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,"Yes, slightly",Yes,No,Yes,Yes,Refused,Somewhat higher,No,No,No,No,No,No,No,No,No,,No,No,,,,,,,,,,,,,,Don’t know,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,No,No,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Very comfortable,No,No,No,No,Yes,No,No,Yes,No,"Less than $5,000",Yes,No,No,No,No,Roughly the same amount each month,,The same as your income,Decreased,Decreased,Somewhat worse,Yes,Yes,Yes,No,Yes,No,,Yes,,No,Yes,No,No,No,No,No,No,No,Made partial payment or did not pay,Made partial payment or did not pay,Paid in full,Made partial payment or did not pay,Under $100,Very little,Very little,Somewhat,Rarely,Rarely,"Enough, but not always the kinds of food we wanted to eat",No,No,No,Yes,Yes,No,No,No,Yes,$1 to $499,No,Yes,No,No,No,No,No,Less than high school degree,37,35-44,30–44,No high school diploma or GED,No high school diploma or GED,Working part-time,Hispanic,Female,4,One-family condo or townhouse attached to other units,"Less than $10,000",Never married,Metro,West,Pacific,Rented for cash,ca,2,2,Other (Please specify),"Factory, Manufacturing, and Woodworking",Working in the family business,No,Good,,,,More Spanish than English,White,"Yes, Other","Straight, that is, not gay",No,18.0,No,No,No,No,No,4,Hispanic,"Less than $25,000",Less than a high school degree,No,No,
11941,,,24403.3117,,Yes,Yes,Yes,No,No,,,,2,13 to 17,Doing okay,About the same,,,,,,,,,,,Poor,Poor,,Major concern,Major concern,Major concern,Major concern,Minor concern,Minor concern,Major concern,More concerned about increases in prices for things you buy,,,,,,,,,,,,,,No,,,,,,,,No,,,,No,No,,No,No,Yes,No,No,Yes,Yes,,,,,,,,,No,,,No,No,No,,,,,,,,Very confident,No,,No,,No,No,No,No,No,Yes,Yes,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,1700.0,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,did not use any of my credit cards so had no balances,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,Bachelor’s degree,"Yes, as a full-time student",Bachelor’s degree,,Other,Yes,"$5,000 to $9,999",No,,No,,No,Yes,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Mostly comfortable,No,No,No,No,No,No,No,No,Yes,"$50,000 to $59,999",Yes,No,No,No,Yes,Roughly the same amount each month,,The same as your income,About the same,About the same,Somewhat worse,No,Yes,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Somewhat,Somewhat,Somewhat,Often,Sometimes,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,High school degree or GED,41,35-44,30–44,Some college or Associate's degree,Some college or Associate's degree,Not working,Hispanic,Female,5,A one-family house detached from any other house,"$50,000 to $74,999",Now married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,2,3,Not asked,-2,Not asked,Not asked,,,,,,White,"Yes, Cuban, Cuban American","Straight, that is, not gay",Yes,,,,,,,5,Hispanic,"$50,000–$99,999",Bachelor's degree or more,Yes,Yes,Public
11945,,,33957.1403,,Yes,Yes,No,No,No,,,,1,13 to 17,Doing okay,About the same,,,,,,,,,,,Only fair,Only fair,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,Several days per month,Yes,No,Yes,,No,,,,,,,,,,Self-employed (working for myself),No,,,,No,Some,,No,No,No,No,Yes,No,Different main job – same employer,About the same,About the same,About the same,Better,About the same,About the same,Very confident,No,,No,,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,No,,No,,,,,,Yes,20 to 34 hours,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Own your home free and clear (without a mortgage or loan),No,It is not worth the cost,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,"Yes, slightly",Yes,Yes,No,No,No,About the same,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,Not confident,No,,,,,,,No,,,,,,,,,,,No,,,Yes,No,,No,No,No,Yes,No,No,No,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,No,No,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Very comfortable,No,No,No,No,No,No,Yes,No,No,"$20,000 to $24,999",No,Yes,No,No,Yes,Roughly the same amount each month,,Less than your income,Decreased,About the same,Little or no effect,Yes,No,No,No,Yes,No,,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$1,000 to $1,999",Not at all,Somewhat,Somewhat,Often,Sometimes,Enough of the kinds of food we wanted to eat,Yes,Yes,No,No,No,No,No,No,Yes,$1 to $499,No,No,Yes,Yes,No,No,No,Less than high school degree,33,25-34,30–44,No high school diploma or GED,No high school diploma or GED,Working part-time,Hispanic,Male,3,"Other (mobile home, boat, RV, van, etc.)","Less than $10,000",Never married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,1,2,Other (Please specify),Repairs and Maintenance,Self-employed,Not asked,Fair,,,,,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,3,Hispanic,"Less than $25,000",Less than a high school degree,Yes,Yes,
11946,,,44150.4895,,Yes,No,No,No,No,,,,,,Living comfortably,About the same,,,,,,,,,,,Only fair,Only fair,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Never,Never,Normally work the same hours,Don’t know,All,Very likely,No,Yes,No,Yes,No,No,,,,,,,,Very confident,Yes,Yes,,,,,,,,,,Yes,No,No,Yes,No,,No,,No,,,,,,No,Less than 1 hour,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Pay rent,,,,,,,No,No,No,Yes,No,Yes,No,No,Before 2023,,,,,,,,,,1300.0,No,,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,"Yes, moderately",No,No,No,No,No,Much higher,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,"I lost money, but all of it was recovered or refunded",50.0,,40 to 79 hours,No,,,,,,,,,Somewhat confident,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Slightly comfortable,No,No,No,Yes,No,No,No,No,No,"$60,000 to $74,999",Yes,No,No,No,,Roughly the same amount each month,,Less than your income,About the same,About the same,Little or no effect,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Very little,Somewhat,Always,Often,Enough of the kinds of food we wanted to eat,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"$1,000 to $1,999",No,No,No,No,No,No,No,High school degree or GED,25,25-34,18–29,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Female,2,Building with 2 or more apartments,"$50,000 to $74,999",Now married,Metro,South,West-South Central,Rented for cash,tx,0,2,"Installation, Maintenance, and Repair","Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",Private-for-profit company,No,,,,,,White,"Yes, Mexican, Mexican-American, Chicano",,Yes,,,,,,,2,Hispanic,"$50,000–$99,999",High school degree or GED,Yes,Yes,
11951,,,20321.023,,No,Yes,No,No,Yes,Yes,No,No,3,6 to 12,Just getting by,Much worse off,Yes,Yes,No,No,Yes,,,,,,Poor,Poor,,Major concern,Major concern,Major concern,Major concern,Major concern,Major concern,Major concern,More concerned about finding or keeping a job,No,,,No,No,No,No,Yes,No,No,,1 to 9 hours,,Yes,No,,,No,Yes,Yes,Several days per week,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Working for someone else,,Never,Never,Normally work the same hours,Yes,All,Very likely,No,No,Yes,No,No,No,,,,,,,,Not confident,,,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,Yes,Yes,No,No,Yes,2023,,,,,,,,,,200.0,Yes,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very satisfied,"Yes, moderately",Yes,Yes,Yes,No,Refused,Much higher,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,Not confident,No,,,,,,,Yes,,,,,,,,,,Yes,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,Some college but no degree (including currently enrolled in college),No,,,Health,Yes,"$5,000 to $9,999",Yes,$300 to $399,No,,Yes,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Not comfortable,Yes,Yes,Yes,Yes,No,No,No,No,No,"$20,000 to $24,999",No,No,No,No,No,Roughly the same amount each month,,More than your income,About the same,Increased,Much worse,Yes,Yes,No,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,,,,Under $100,Completely,Completely,Completely,Sometimes,Always,Enough of the kinds of food we wanted to eat,Yes,No,No,No,No,Yes,Yes,Yes,Yes,"$5,000 or higher",Yes,Yes,No,No,No,No,No,Less than high school degree,28,25-34,18–29,Some college or Associate's degree,Some college or Associate's degree,Working full-time,Hispanic,Female,5,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro,Midwest,East-North Central,Rented for cash,oh,3,2,Computer and Mathematical,"Health Care (including Elder Care, Home Health Care)",Private-for-profit company,No,Very good,,,,More English than Spanish,Black or African American,"Yes, Other",,Yes,,No,No,No,No,No,5,Hispanic,"Less than $25,000",Some college/technical or associates degree,No,No,
11956,,,15668.5892,,No,No,No,Yes,Yes,Yes,No,No,,,Just getting by,Somewhat worse off,Yes,No,Yes,No,No,,,,,,Poor,Only fair,No,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,No,Yes,No,Several days per week,No,,,,Yes,Yes,,No,Yes,Yes,Yes,No,Yes,No,,,,,,,,,No,,,Yes,No,Yes,,,,,,,,Not confident,,,,,,,,,,,,Yes,No,No,Yes,No,,Yes,Sometimes,,No,No,Yes,No,No,,1 to 4 hours,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Own your home with a mortgage or loan,No,I self-insure or prefer not to buy insurance,No,Yes,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,800.0,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Very dissatisfied,"Yes, slightly",Yes,Yes,No,No,No,About the same,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,"I lost money, but all of it was recovered or refunded",181.0,,1 to 9 hours,Yes,Yes,No,No,No,No,No,No,No,Very confident,Yes,Yes,No,No,No,No,No,,No,Yes,Yes,Yes,,,,,,,Yes,paid at least the minimum payment on all credit cards,Once,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Some college but no degree (including currently enrolled in college),"Yes, as a full-time student",Bachelor’s degree,,Physical sciences/math,No,,,,,Yes,No,Yes,No,No,No,,,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,Not comfortable,No,No,No,Yes,No,No,Yes,No,No,"$35,000 to $39,999",No,Yes,No,No,,Roughly the same amount each month,,The same as your income,About the same,About the same,Somewhat worse,Yes,Yes,Yes,Yes,Yes,No,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,$100 to $499,Completely,Very little,Completely,Rarely,Often,Enough of the kinds of food we wanted to eat,No,No,No,No,Yes,Yes,No,No,Yes,$1 to $499,Yes,No,No,Yes,No,No,No,High school degree or GED,21,18-24,18–29,Some college or Associate's degree,Some college or Associate's degree,Not working,Hispanic,Male,3,A one-family house detached from any other house,"Less than $10,000",Never married,Metro,West,Pacific,Rented for cash,ca,0,3,Not asked,-2,Not asked,Not asked,,,,,Both Spanish and English equally,White,"Yes, Other","Straight, that is, not gay",Yes,,,,,,,3,Hispanic,"$25,000–$49,999",Some college/technical or associates degree,No,No,Public
11965,,,30708.9191,,No,Yes,Yes,No,No,,,,1,6 to 12,Doing okay,Somewhat worse off,No,Yes,No,No,No,,,,,,Only fair,Only fair,No,,,,,,,,,No,,,No,No,No,No,No,No,Yes,,,,No,,,,,,,,No,,,,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not confident,,,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,No,Yes,Yes,Yes,No,Before 2023,,,,,,,,,,1100.0,No,,Somewhat dissatisfied,Somewhat dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,"Yes, slightly",No,No,No,No,No,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Somewhat confident,Yes,Yes,No,No,No,No,No,,No,Yes,No,Yes,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,,No,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Slightly comfortable,No,No,No,No,No,No,Yes,No,No,"$10,000 to $14,999",No,Yes,No,Yes,Yes,Roughly the same amount each month,,The same as your income,About the same,About the same,Somewhat worse,Yes,Yes,No,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,Under $100,Completely,Somewhat,Completely,Never,Always,Sometimes not enough to eat,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,$500 to $999,Yes,No,No,Yes,No,No,No,Less than high school degree,44,35-44,30–44,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Not working,Hispanic,Female,3,Building with 2 or more apartments,"$10,000 to $24,999",Divorced,Non-Metro,South,West-South Central,Rented for cash,tx,1,2,Not asked,-2,Not asked,Not asked,,,,,,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,,,,,,3,Hispanic,"Less than $25,000",High school degree or GED,No,Yes,
11967,,,41441.4669,,Yes,No,No,No,No,,,,,,Just getting by,Somewhat worse off,Yes,No,No,Yes,No,,,,,,Only fair,Poor,,Major concern,Major concern,Minor concern,Minor concern,Not a concern,Not a concern,Not a concern,More concerned about finding or keeping a job,,,,,,,,,,,,,,No,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Working for someone else,,Rarely,Sometimes,Normally work the same hours,No,,Very likely,Yes,Yes,Yes,Yes,Yes,No,Different main job – new employer,Worse,About the same,About the same,About the same,About the same,Worse,Very confident,Yes,Yes,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,2500.0,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,Yes,Yes,No,No,No,No,No,,No,Yes,No,Yes,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,Do not have children or grandchildren,,No,No,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Slightly comfortable,No,No,Yes,Yes,Yes,No,No,Yes,No,"$75,000 to $99,999",No,No,No,No,,Roughly the same amount each month,,More than your income,About the same,Increased,Much worse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very well,Somewhat,Very well,Sometimes,Often,"Enough, but not always the kinds of food we wanted to eat",Yes,Yes,No,No,No,No,Yes,Yes,Yes,"$1,000 to $1,999",No,Yes,No,No,No,No,No,High school degree or GED,38,35-44,30–44,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$75,000 to $99,999",Now married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,2,Other (Please specify),"Factory, Manufacturing, and Woodworking",Private-for-profit company,No,,,,,,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,,,,,,2,Hispanic,"$50,000–$99,999",High school degree or GED,Yes,No,
11971,,,15070.0989,,No,No,No,No,No,,,,,,Just getting by,About the same,,,,,,,,,,,Good,Good,,Major concern,Minor concern,Major concern,Major concern,Minor concern,Major concern,Minor concern,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Rarely,Often,Normally work the same hours,No,,Very likely,No,No,No,Yes,No,No,,,,,,,,Not confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,Yes,No,No,No,No,Before 2023,,,,,,,,,,1400.0,No,,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very satisfied,Somewhat satisfied,No,,,,,,Much lower,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Once,No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Business / management,No,,,,,No,,,,,,,,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Mostly comfortable,No,No,No,No,No,No,No,No,No,"$15,000 to $19,999",No,No,No,No,,Occasionally varies from month to month,No,The same as your income,About the same,About the same,Little or no effect,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,Yes,No,No,Paid in full,Paid in full,Paid in full,Paid in full,$500 to $999,Very little,Somewhat,Somewhat,Often,Often,Often not enough to eat,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Don’t know,22,18-24,18–29,Bachelor's degree,Bachelor's degree or higher,Working part-time,Hispanic,Female,7,A one-family house detached from any other house,"$10,000 to $24,999",Never married,Metro,West,Pacific,Rented for cash,ca,3,4,"Education, Training, and Library",Education and Tutoring,Government,No,,,,,Both Spanish and English equally,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",No,21.0,,,,,,5,Hispanic,"Less than $25,000",Bachelor's degree or more,No,No,Public
11989,,,21220.5119,,Yes,No,No,No,No,,,,,,Finding it difficult to get by,About the same,,,,,,,,,,,Only fair,Only fair,,Not a concern,Major concern,Major concern,Major concern,Major concern,Minor concern,Not a concern,,,,,,,,,,,,,,,No,,,,,,,,No,,,,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not working and not interested in working right now,No,,No,,No,No,No,No,Yes,No,No,No,,,,No,,No,,No,,,,,,,,,,,,,,Pay rent,,,,,,,Yes,Yes,Yes,No,Yes,No,No,Yes,2023,,,,,,,,,,1500.0,No,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Very dissatisfied,Very dissatisfied,No,,,,,,Much higher,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,"I lost money, and some of it was recovered or refunded",260.0,56.0,40 to 79 hours,Yes,Yes,No,No,No,No,No,No,No,Not confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,Yes,,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Slightly comfortable,No,No,No,No,No,No,Yes,No,No,"Less than $5,000",No,Yes,No,No,,Roughly the same amount each month,,More than your income,Decreased,Increased,Much worse,Yes,Yes,No,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,Under $100,Completely,Very little,Completely,Never,Sometimes,Often not enough to eat,No,No,No,Yes,No,No,Yes,No,Yes,$500 to $999,No,No,No,Yes,No,No,No,Associate degree,29,25-34,18–29,Some college or Associate's degree,Some college or Associate's degree,Not working,Hispanic,Female,2,A one-family house detached from any other house,"$25,000 to $49,999",Now married,Non-Metro,South,South Atlantic,Rented for cash,va,0,2,Not asked,-2,Not asked,Not asked,Fair,,,,Only English,White,"Yes, Cuban, Cuban American","Straight, that is, not gay",Yes,, Yes,No,No,No,No,2,Hispanic,"Less than $25,000",High school degree or GED,No,No,
11993,,,33122.5526,,Yes,No,No,No,Yes,No,Yes,No,,,Finding it difficult to get by,Somewhat worse off,No,Yes,No,No,No,,,,,,Poor,Poor,,Major concern,Major concern,Major concern,Major concern,Major concern,Major concern,Not a concern,Both are of equal concern,,,,,,,,,,,,,,No,,,,,,,,No,,,,Yes,Yes,,No,No,No,No,Yes,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not confident,No,,Yes,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Neither own nor pay rent,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Very dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,Somewhat confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,No,,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Slightly comfortable,No,No,No,No,No,No,Yes,No,No,"$5,000 to $9,999",No,Yes,No,No,,Roughly the same amount each month,,The same as your income,About the same,About the same,Somewhat worse,Yes,Yes,Yes,Yes,No,Yes,,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,Under $100,Completely,Not at all,Completely,Rarely,Always,Often not enough to eat,No,No,No,No,Yes,No,Yes,No,No,,Yes,No,No,No,No,No,No,Don’t know,22,18-24,18–29,No high school diploma or GED,No high school diploma or GED,Not working,Hispanic,Female,4,A one-family house detached from any other house,"Less than $10,000",Now married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,0,4,Not asked,-2,Not asked,Not asked,,,,,,White,"Yes, Mexican, Mexican-American, Chicano",,Yes,,,,,,,4,Hispanic,"Less than $25,000",Less than a high school degree,No,No,
